__run_id,__done,dataset,hardware,execution_time_(ms),peak_memory_(B),energy_consumption_(J),cpu_energy_(J),gpu_energy_(J),mean_cpu_utilization_(%),mean_gpu_utilization_(%),max_cpu_utilization_(%),max_gpu_utilization_(%)
run_3_repetition_24,DONE,GDS3900_TPM.csv,GPU,2201,4075003904,84.58668816211666,38.15219116211665,46.43449700000001,11.586076250443092,7.3076923076923075,100.0,23
run_4_repetition_24,DONE,low_spar_TPM.csv,CPU,20080,6055051264,832.1182861328052,832.1182861328052,0,48.102912185823214,3.3137254901960786,100.0,24
run_5_repetition_24,DONE,low_spar_TPM.csv,GPU,4803,4488503296,189.92199354492186,75.27438354492188,114.64761,9.183139030749981,7.115384615384615,100.0,24
run_6_repetition_24,DONE,high_spar_TPM.csv,CPU,19900,6040010752,823.5678405761719,823.5678405761719,0,48.321553400247396,3.1881188118811883,100.0,23
run_7_repetition_24,DONE,high_spar_TPM.csv,GPU,4602,4469420032,184.6479188408276,73.20588684082759,111.44203200000001,9.454236392974853,7.44,100.0,25
run_8_repetition_24,DONE,high_spar_CPM.csv,CPU,20106,6079766528,831.3289489746094,831.3289489746094,0,47.38506525696493,3.2254901960784315,100.0,23
run_9_repetition_24,DONE,high_spar_CPM.csv,GPU,4602,4484902912,184.24810630859378,73.47796630859375,110.77014000000001,9.450755707025527,8.2,100.0,28
run_10_repetition_24,DONE,low_spar_CPM.csv,CPU,20095,6080978944,833.9075882128906,832.6817932128906,1.225795,48.88498813030766,3.284313725490196,100.0,22
run_11_repetition_24,DONE,low_spar_CPM.csv,GPU,4803,4515917824,189.57003710742185,74.13473510742188,115.435302,9.191270476350418,7.6923076923076925,100.0,24
run_0_repetition_25,DONE,GDS3900_CPM.csv,CPU,21809,4345139200,357.65594482421875,357.65594482421875,0,8.311702944942423,7.954954954954955,100.0,30
run_1_repetition_25,DONE,GDS3900_CPM.csv,GPU,2201,4081078272,85.72409511231197,37.34611511231196,48.37798,11.627078301631487,7.3076923076923075,100.0,23
run_2_repetition_25,DONE,GDS3900_TPM.csv,CPU,254296,4876414976,-61247.589537379885,-61256.99848937988,9.408952,7.017921856019972,2.1539670070699137,100.0,23
run_3_repetition_25,DONE,GDS3900_TPM.csv,GPU,2201,4140052480,86.42401781542969,38.20671081542969,48.217307000000005,11.63953553713285,7.615384615384615,100.0,23
run_4_repetition_25,DONE,low_spar_TPM.csv,CPU,20106,6080036864,834.8953552246094,834.8953552246094,0,48.914796824840934,3.343137254901961,100.0,23
run_5_repetition_25,DONE,low_spar_TPM.csv,GPU,4802,4584775680,191.0013189765625,74.8697509765625,116.13156799999999,9.16848253687987,7.538461538461538,100.0,23
run_6_repetition_25,DONE,high_spar_TPM.csv,CPU,19892,6152757248,826.4929962158203,826.4929962158203,0,48.41548828795405,3.405940594059406,100.0,24
run_7_repetition_25,DONE,high_spar_TPM.csv,GPU,4603,4499034112,183.70114695019532,73.61579895019531,110.085348,9.574561541080476,7.76,100.0,23
run_8_repetition_25,DONE,high_spar_CPM.csv,CPU,19909,6087266304,825.1529846191406,825.1529846191406,0,47.533974861449536,3.4257425742574257,100.0,23
run_9_repetition_25,DONE,high_spar_CPM.csv,GPU,4602,4496457728,183.47408903515625,72.15631103515625,111.317778,9.362468948364258,7.6,100.0,24
run_10_repetition_25,DONE,low_spar_CPM.csv,CPU,20098,6072270848,833.2124938964844,833.2124938964844,0,48.25634373169319,3.2745098039215685,100.0,21
run_11_repetition_25,DONE,low_spar_CPM.csv,GPU,4802,4504526848,191.30627720703126,75.12188720703125,116.18439,9.176700791487328,7.961538461538462,100.0,24
run_0_repetition_26,DONE,GDS3900_CPM.csv,CPU,21409,4328411136,311.52751159667787,311.52751159667787,0,7.503548916873582,3.18348623853211,100.0,24
run_1_repetition_26,DONE,GDS3900_CPM.csv,GPU,2201,4109131776,82.36769318359376,36.85101318359375,45.51668,12.189869933403454,7.076923076923077,100.0,23
run_2_repetition_26,DONE,GDS3900_TPM.csv,CPU,240892,4889808896,3994.2452239990216,3994.2452239990216,0,6.958220997815999,2.1625207296849087,100.0,23
run_3_repetition_26,DONE,GDS3900_TPM.csv,GPU,2202,4142878720,84.90449528515626,37.03521728515625,47.869278,11.459803118155554,7.615384615384615,100.0,21
run_4_repetition_26,DONE,low_spar_TPM.csv,CPU,20089,6121132032,829.7655639648438,829.7655639648438,0,48.190240243924606,3.3823529411764706,100.0,23
run_5_repetition_26,DONE,low_spar_TPM.csv,GPU,4803,4549623808,191.14996411034792,75.19593811034792,115.954026,9.189058129604046,7.461538461538462,100.0,23
run_6_repetition_26,DONE,high_spar_TPM.csv,CPU,19894,6146330624,826.6647796630787,826.6647796630787,0,48.55414502189891,3.227722772277228,100.0,25
run_7_repetition_26,DONE,high_spar_TPM.csv,GPU,4802,4561752064,190.84212774999997,75.15234375,115.68978399999999,8.649251577372734,7.576923076923077,100.0,24
run_8_repetition_26,DONE,high_spar_CPM.csv,CPU,19882,6138896384,825.2406463623047,825.2406463623047,0,48.44251626729965,3.287128712871287,100.0,23
run_9_repetition_26,DONE,high_spar_CPM.csv,GPU,4803,4569182208,189.94405086816408,72.93336486816406,117.010686,9.143265905288551,7.6923076923076925,100.0,24
run_10_repetition_26,DONE,low_spar_CPM.csv,CPU,20305,6112317440,828.5995483398401,828.5995483398401,0,46.799000672634364,3.233009708737864,100.0,23
run_11_repetition_26,DONE,low_spar_CPM.csv,GPU,4803,4537729024,191.03078373730472,74.79338073730469,116.23740300000001,9.069637734156387,7.576923076923077,100.0,23
run_0_repetition_27,DONE,GDS3900_CPM.csv,CPU,21609,4443942912,316.8682195136755,313.0434265136755,3.824793,7.474542948874561,3.190909090909091,100.0,25
run_1_repetition_27,DONE,GDS3900_CPM.csv,GPU,2201,4147236864,80.98043680956667,36.724929809566675,44.255507,11.534080743789673,7.230769230769231,100.0,22
run_2_repetition_27,DONE,GDS3900_TPM.csv,CPU,260691,4921307136,4262.3106079101635,4262.3106079101635,0,7.0274867082235914,2.152490421455939,100.0,23
run_3_repetition_27,DONE,GDS3900_TPM.csv,GPU,2202,4199604224,85.93269845898436,39.494720458984375,46.437977999999994,12.0635533447449,8.461538461538462,100.0,24
run_4_repetition_27,DONE,low_spar_TPM.csv,CPU,20091,6077075456,829.656982421875,829.656982421875,0,48.2244061851034,3.1666666666666665,100.0,24
run_5_repetition_27,DONE,low_spar_TPM.csv,GPU,4803,4612435968,191.0067941298828,75.55708312988281,115.449711,7.921515441857851,7.538461538461538,100.0,23
run_6_repetition_27,DONE,high_spar_TPM.csv,CPU,19887,6044602368,825.2267456054688,825.2267456054688,0,48.35115349941915,3.1881188118811883,100.0,24
run_7_repetition_27,DONE,high_spar_TPM.csv,GPU,4603,4556996608,186.95525422070313,75.67312622070312,111.282128,9.538587886095048,7.56,100.0,24
run_8_repetition_27,DONE,high_spar_CPM.csv,CPU,20121,6145056768,824.1190032958984,824.1190032958984,0,48.54235988548574,3.1666666666666665,100.0,22
run_9_repetition_27,DONE,high_spar_CPM.csv,GPU,4602,4593750016,185.22119113476563,74.01846313476562,111.20272800000001,9.451993308067323,7.32,100.0,23
run_10_repetition_27,DONE,low_spar_CPM.csv,CPU,20086,6125015040,828.8611602783203,828.8611602783203,0,47.790253928479025,3.1470588235294117,100.0,24
run_11_repetition_27,DONE,low_spar_CPM.csv,GPU,4802,4626120704,190.41569916503906,74.13526916503906,116.28043,9.169361429718824,7.076923076923077,100.0,23
run_0_repetition_28,DONE,GDS3900_CPM.csv,CPU,21808,4437614592,308.7996063232422,308.7996063232422,0,7.454005169975865,3.045045045045045,100.0,23
run_1_repetition_28,DONE,GDS3900_CPM.csv,GPU,2202,4164960256,86.0094376855396,37.7746276855396,48.234809999999996,11.965985843768486,7.384615384615385,100.0,23
run_2_repetition_28,DONE,GDS3900_TPM.csv,CPU,247095,5009207296,4163.42073059082,4163.42073059082,0,6.9886376657790485,2.1786580436540017,100.0,23
run_3_repetition_28,DONE,GDS3900_TPM.csv,GPU,2202,4218187776,88.13261702246095,38.59422302246094,49.538394000000004,12.098685342531937,8.23076923076923,100.0,24
run_4_repetition_28,DONE,low_spar_TPM.csv,CPU,20078,6163230720,830.8292541503906,830.8292541503906,0,48.297974280866924,3.235294117647059,100.0,23
run_5_repetition_28,DONE,low_spar_TPM.csv,GPU,4803,4640653312,191.9724302685474,74.25090026854741,117.72153,9.162363476478136,7.538461538461538,100.0,25
run_6_repetition_28,DONE,high_spar_TPM.csv,CPU,20091,6181056512,824.3799438476562,824.3799438476562,0,47.946794307553304,3.176470588235294,100.0,24
run_7_repetition_28,DONE,high_spar_TPM.csv,GPU,4803,4603424768,192.02189991992185,75.21774291992188,116.80415699999999,9.32224033199824,7.769230769230769,100.0,23
run_8_repetition_28,DONE,high_spar_CPM.csv,CPU,19906,6192394240,825.9019927978516,825.9019927978516,0,48.68392262261103,3.1683168316831685,100.0,24
run_9_repetition_28,DONE,high_spar_CPM.csv,GPU,4802,4609642496,190.0531445673828,73.99360656738281,116.05953799999999,9.116236813939533,7.423076923076923,100.0,23
run_10_repetition_28,DONE,low_spar_CPM.csv,CPU,20109,6157791232,829.666564941399,829.666564941399,0,47.36767218539528,3.176470588235294,100.0,24
run_11_repetition_28,DONE,low_spar_CPM.csv,GPU,4802,4650700800,190.78615600976562,75.54776000976562,115.238396,9.406924557227356,6.923076923076923,100.0,22
run_0_repetition_29,DONE,GDS3900_CPM.csv,CPU,21809,4431028224,320.53179931640625,320.53179931640625,0,7.468504165475432,3.027027027027027,100.0,24
run_1_repetition_29,DONE,GDS3900_CPM.csv,GPU,2201,4196335616,83.6050519540943,37.16615295409429,46.438899000000006,11.33851636831577,8.153846153846153,100.0,23
run_2_repetition_29,DONE,GDS3900_TPM.csv,CPU,245493,4987760640,4134.8667602539135,4134.8667602539135,0,6.995028302437218,2.195280716029292,100.0,23
run_3_repetition_29,DONE,GDS3900_TPM.csv,GPU,2202,4224978944,85.93588091797602,37.833190917976026,48.10269,11.488922545543085,6.6923076923076925,100.0,23
run_4_repetition_29,DONE,low_spar_TPM.csv,CPU,20090,6214901760,834.1150054931641,834.1150054931641,0,48.222339874096946,3.2450980392156863,100.0,25
run_5_repetition_29,DONE,low_spar_TPM.csv,GPU,4803,4673286144,190.57834733007812,75.05178833007812,115.52655899999999,9.340852416478672,7.3076923076923075,100.0,24
run_6_repetition_29,DONE,high_spar_TPM.csv,CPU,19892,6212358144,-64714.74499511719,-64714.74499511719,0,48.290723956457455,3.4356435643564356,100.0,30
run_7_repetition_29,DONE,high_spar_TPM.csv,GPU,4604,4651827200,183.40715263476562,73.54190063476562,109.86525200000001,9.352877111434937,7.64,100.0,24
run_8_repetition_29,DONE,high_spar_CPM.csv,CPU,19892,6174527488,826.6137847900391,826.6137847900391,0,48.38525452531211,3.287128712871287,100.0,24
run_9_repetition_29,DONE,high_spar_CPM.csv,GPU,4802,4680871936,192.09146922265626,75.60455322265625,116.486916,9.258716901907555,7.3076923076923075,100.0,25
run_10_repetition_29,DONE,low_spar_CPM.csv,CPU,20290,6197776384,841.7281951904301,841.7281951904301,0,48.52417314226188,3.2524271844660193,100.0,25
run_11_repetition_29,DONE,low_spar_CPM.csv,GPU,4802,4699598848,189.489836828125,75.831298828125,113.658538,9.043454970304783,7.384615384615385,100.0,25
