Delta,Time,CORE0_ENERGY (J),CORE0_FREQ (MHZ),CORE0_PSTATE,CORE0_VOLT (V),CORE1_ENERGY (J),CORE1_FREQ (MHZ),CORE1_PSTATE,CORE1_VOLT (V),CORE2_ENERGY (J),CORE2_FREQ (MHZ),CORE2_PSTATE,CORE2_VOLT (V),CORE3_ENERGY (J),CORE3_FREQ (MHZ),CORE3_PSTATE,CORE3_VOLT (V),CORE4_ENERGY (J),CORE4_FREQ (MHZ),CORE4_PSTATE,CORE4_VOLT (V),CORE5_ENERGY (J),CORE5_FREQ (MHZ),CORE5_PSTATE,CORE5_VOLT (V),CORE6_ENERGY (J),CORE6_FREQ (MHZ),CORE6_PSTATE,CORE6_VOLT (V),CORE7_ENERGY (J),CORE7_FREQ (MHZ),CORE7_PSTATE,CORE7_VOLT (V),CPU_ENERGY (J),CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,GPU0_MEMORY_TOTAL,GPU0_MEMORY_USED,GPU0_POWER (mWatts),GPU0_TEMPERATURE,GPU0_USAGE,TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1728586928270,2368.1470947265625,3720.0000000000005,1,1.39375,2296.4669342041016,3720.0000000000005,1,1.39375,2113.0844116210938,3720.0000000000005,1,1.39375,2236.6904296875,3720.0000000000005,1,1.39375,2085.1912994384766,4650,0,1.39375,2240.661331176758,3720.0000000000005,1,1.39375,2220.9053344726563,3720.0000000000005,1,1.39375,2158.657424926758,3720.0000000000005,1,1.39375,42938.26045227051,3835,3767,3725,4636,4351,3765,400,400,400,400,3767,3707,3709,4641,400,3889,6.45161247253418,3.3333334922790527,3.3333334922790527,3.3333334922790527,10,6.45161247253418,3.3333334922790527,3.3333334922790527,6.45161247253418,3.3333334922790527,3.3333334922790527,3.3333334922790527,3.4482758045196533,10,3.3333334922790527,3.3333334922790527,12282,809,9928,33,0,16621072384,4294963200,4402339840,0
199,1728586928270,2368.1473693847656,3720.0000000000005,1,1.38125,2296.4671936035156,3720.0000000000005,1,1.38125,2113.084716796875,3720.0000000000005,1,1.38125,2236.816177368164,4650,0,1.38125,2085.2542419433594,4650,0,1.38125,2240.661605834961,3720.0000000000005,1,1.38125,2220.9055938720703,3720.0000000000005,1,1.38125,2158.659210205078,3720.0000000000005,1,1.38125,42938.52940368652,3835,3767,3725,4636,4351,3765,400,400,400,400,3767,3707,3709,4641,400,3889,6.45161247253418,3.3333334922790527,3.3333334922790527,3.3333334922790527,10,6.45161247253418,3.3333334922790527,3.3333334922790527,6.45161247253418,3.3333334922790527,3.3333334922790527,3.3333334922790527,3.4482758045196533,10,3.3333334922790527,3.3333334922790527,12282,809,9928,33,0,16621072384,4294963200,4402728960,0
199,1728586928470,2368.681137084961,3720.0000000000005,1,1.29375,2296.9971313476563,3720.0000000000005,1,1.29375,2113.6065216064453,3720.0000000000005,1,1.29375,2237.413070678711,3720.0000000000005,1,1.29375,2086.8233947753906,4650,0,1.29375,2241.2013549804688,3720.0000000000005,1,1.29375,2221.429153442383,3720.0000000000005,1,1.29375,2159.1859283447266,3720.0000000000005,1,1.38125,42944.46829223633,3835,3767,3725,4636,4351,3765,400,400,400,400,3767,3707,3709,4641,400,3889,30.434782028198242,30.434782028198242,33.333335876464844,30.434782028198242,78.26087188720703,30.434782028198242,30.434782028198242,30.434782028198242,30.434782028198242,41.666664123535156,30.434782028198242,30.434782028198242,30.434782028198242,30.434782028198242,30.434782028198242,30.434782028198242,12282,809,9933,33,1,16621072384,4294963200,4429176832,0
199,1728586928670,2368.7202758789063,3720.0000000000005,1,1.29375,2297.0030975341797,3720.0000000000005,1,1.29375,2113.6099700927734,3720.0000000000005,1,1.29375,2237.4161071777344,3720.0000000000005,1,1.29375,2088.307113647461,4650,0,1.29375,2241.2779083251953,4650,0,1.29375,2221.4505310058594,3720.0000000000005,1,1.29375,2159.196731567383,3720.0000000000005,1,1.29375,42947.022689819336,3835,3767,3725,4636,4351,3765,400,400,400,400,3767,3707,3709,4641,400,3889,0,0,0,0,100,5,0,0,0,0,0,0,0,0,5,0,12282,809,9916,33,0,16621072384,4294963200,4479492096,0
199,1728586928870,2369.244094848633,3720.0000000000005,1,1.3875,2297.5216217041016,3720.0000000000005,1,1.3875,2114.1339721679688,3720.0000000000005,1,1.3875,2237.9383544921875,3720.0000000000005,1,1.3875,2089.9347229003906,4650,0,1.3875,2241.83154296875,3720.0000000000005,1,1.3875,2221.976318359375,4650,0,1.3875,2159.7152404785156,3720.0000000000005,1,1.3875,42952.94454956055,3835,3767,3725,4636,4351,3765,400,400,400,400,3767,3707,3709,4641,400,3889,35,35,35,35,100,35,35,35,35,35,35,38.095237731933594,35,35,35,35,12282,809,9895,33,0,16621072384,4294963200,4490358784,0
199,1728586929070,2369.258758544922,3720.0000000000005,1,1.3,2297.526092529297,3720.0000000000005,1,1.3,2114.1373138427734,3720.0000000000005,1,1.3,2237.941635131836,3720.0000000000005,1,1.3,2091.6270141601563,4650,0,1.3875,2241.843551635742,3720.0000000000005,1,1.3875,2222.061981201172,4650,0,1.3875,2159.718780517578,3720.0000000000005,1,1.3875,42955.67153930664,3835,3767,3725,4636,4351,3765,400,400,400,400,3767,3707,3709,4641,400,3889,0,0,0,0,100,0,5,0,0,0,0,0,0,0,0,0,12282,809,9873,33,0,16621072384,4294963200,4533698560,0
199,1728586929270,2369.2660522460938,3720.0000000000005,1,1.3,2297.53173828125,3720.0000000000005,1,1.3,2114.146697998047,3720.0000000000005,1,1.3,2237.944549560547,3720.0000000000005,1,1.3,2093.059814453125,4650,0,1.3,2241.8486328125,3720.0000000000005,1,1.3,2222.1427459716797,3720.0000000000005,1,1.3,2159.734817504883,3720.0000000000005,1,1.3,42958.22868347168,3835,3767,3725,4636,4351,3765,400,400,400,400,3767,3707,3709,4641,400,3889,0,0,0,0,75,0,5.263157844543457,0,0,0,28.571430206298828,0,0,0,0,0,12282,809,9829,33,0,16621072384,4294963200,4558405632,0
199,1728586929470,2369.269515991211,3720.0000000000005,1,1.39375,2297.5418548583984,3720.0000000000005,1,1.39375,2114.1500091552734,3720.0000000000005,1,1.39375,2237.9520263671875,3720.0000000000005,1,1.39375,2094.528350830078,4650,0,1.39375,2241.8516540527344,3720.0000000000005,1,1.39375,2222.222671508789,4650,0,1.39375,2159.737594604492,3720.0000000000005,1,1.39375,42960.80323791504,3835,3767,3725,4636,4351,3765,400,400,400,400,3767,3707,3709,4641,400,3889,0,0,0,0,0,0,9.523809432983398,0,0,0,100,0,0,0,0,0,12282,809,9823,33,0,16621072384,4294963200,4584468480,0
199,1728586929670,2369.272933959961,3720.0000000000005,1,1.29375,2297.547607421875,3720.0000000000005,1,1.29375,2114.1578979492188,3720.0000000000005,1,1.29375,2237.9571075439453,3720.0000000000005,1,1.38125,2096.2413787841797,4650,0,1.38125,2241.8648376464844,3720.0000000000005,1,1.38125,2222.3023986816406,4650,0,1.38125,2159.7486114501953,3720.0000000000005,1,1.38125,42963.53692626953,3835,3767,3725,4636,4351,3765,400,400,400,400,3767,3707,3709,4641,400,3889,0,0,0,0,0,0,5,0,0,0,100,0,0,0,0,0,12282,809,9823,33,0,16621072384,4294963200,4592726016,0
199,1728586929870,2369.2880859375,3720.0000000000005,1,1.3,2297.5506591796875,3720.0000000000005,1,1.3,2114.1612091064453,3720.0000000000005,1,1.3,2237.960235595703,3720.0000000000005,1,1.3,2097.920150756836,4650,0,1.3,2241.8712615966797,3720.0000000000005,1,1.3,2222.3749084472656,3720.0000000000005,1,1.3,2159.761444091797,3720.0000000000005,1,1.3,42966.25765991211,3835,3767,3725,4636,4351,3765,400,400,400,400,3767,3707,3709,4641,400,3889,0,0,0,0,0,0,5,0,0,0,100,0,0,0,0,0,12282,809,9823,33,0,16621072384,4294963200,4592726016,0
199,1728586930070,2369.3646240234375,4650,0,1.3875,2297.6109008789063,3720.0000000000005,1,1.3875,2114.1715698242188,3720.0000000000005,1,1.3875,2237.9635162353516,3720.0000000000005,1,1.3875,2099.6482849121094,4650,0,1.3875,2241.874710083008,3720.0000000000005,1,1.3875,2222.3919219970703,3720.0000000000005,1,1.3875,2159.770233154297,3720.0000000000005,1,1.3875,42969.079025268555,3835,3767,3725,4636,4351,3765,400,400,400,400,3767,3707,3709,4641,400,3889,5,0,0,0,0,0,0,0,0,0,100,0,0,0,0,5,12282,809,9823,33,0,16621072384,4294963200,4593000448,0
199,1728586930271,2369.4398803710938,3720.0000000000005,1,1.3,2297.6143798828125,3720.0000000000005,1,1.3,2114.1749877929688,3720.0000000000005,1,1.3,2237.9666748046875,3720.0000000000005,1,1.38125,2101.3463592529297,4650,0,1.38125,2241.889389038086,3720.0000000000005,1,1.38125,2222.402587890625,3720.0000000000005,1,1.38125,2159.773696899414,3720.0000000000005,1,1.38125,42971.89228820801,3835,3767,3725,4636,4351,3765,400,400,400,400,3767,3707,3709,4641,400,3889,5,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,12282,809,9823,33,0,16621072384,4294963200,4609257472,0
199,1728586930471,2369.505615234375,3720.0000000000005,1,1.3,2297.617660522461,3720.0000000000005,1,1.3,2114.178253173828,3720.0000000000005,1,1.3,2237.9698944091797,3720.0000000000005,1,1.3,2103.0558166503906,4650,0,1.3,2241.8953704833984,3720.0000000000005,1,1.3,2222.4116821289063,3720.0000000000005,1,1.3,2159.7872009277344,3720.0000000000005,1,1.3,42974.65510559082,3835,3767,3725,4636,4351,3765,400,400,400,400,3767,3707,3709,4641,400,3889,5,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,12282,809,9848,33,0,16621072384,4294963200,4609257472,0
