Delta,Time,CORE0_ENERGY (J),CORE0_FREQ (MHZ),CORE0_PSTATE,CORE0_VOLT (V),CORE1_ENERGY (J),CORE1_FREQ (MHZ),CORE1_PSTATE,CORE1_VOLT (V),CORE2_ENERGY (J),CORE2_FREQ (MHZ),CORE2_PSTATE,CORE2_VOLT (V),CORE3_ENERGY (J),CORE3_FREQ (MHZ),CORE3_PSTATE,CORE3_VOLT (V),CORE4_ENERGY (J),CORE4_FREQ (MHZ),CORE4_PSTATE,CORE4_VOLT (V),CORE5_ENERGY (J),CORE5_FREQ (MHZ),CORE5_PSTATE,CORE5_VOLT (V),CORE6_ENERGY (J),CORE6_FREQ (MHZ),CORE6_PSTATE,CORE6_VOLT (V),CORE7_ENERGY (J),CORE7_FREQ (MHZ),CORE7_PSTATE,CORE7_VOLT (V),CPU_ENERGY (J),CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,GPU0_MEMORY_TOTAL,GPU0_MEMORY_USED,GPU0_POWER (mWatts),GPU0_TEMPERATURE,GPU0_USAGE,TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1728586877926,2308.8350372314453,3720.0000000000005,1,1.39375,2286.7332153320313,3720.0000000000005,1,1.39375,2102.662094116211,3720.0000000000005,1,1.39375,2216.3600463867188,4650,0,1.39375,2019.9764099121094,3720.0000000000005,1,1.39375,2176.680404663086,3720.0000000000005,1,1.39375,2202.076629638672,3720.0000000000005,1,1.39375,2146.114227294922,3720.0000000000005,1,1.39375,42446.20574951172,4583,400,400,3801,3755,400,400,400,4305,4641,4517,3728,3762,4635,4399,4632,3.0303030014038086,3.0303030014038086,5.882352828979492,3.0303030014038086,3.0303030014038086,3.0303030014038086,3.0303030014038086,3.0303030014038086,0,9.375,3.0303030014038086,3.0303030014038086,6.060606002807617,3.0303030014038086,3.0303030014038086,6.060606002807617,12282,809,9872,33,0,16621072384,4294963200,4462559232,0
199,1728586877926,2308.838104248047,3720.0000000000005,1,1.3875,2286.733444213867,3720.0000000000005,1,1.3875,2102.662322998047,3720.0000000000005,1,1.3875,2216.4175720214844,4650,0,1.3875,2019.9766387939453,3720.0000000000005,1,1.3875,2176.807601928711,4650,0,1.3875,2202.076934814453,3720.0000000000005,1,1.3875,2146.114486694336,3720.0000000000005,1,1.3875,42446.47755432129,4583,400,400,3801,3755,400,400,400,4305,4641,4517,3728,3762,4635,4399,4632,3.0303030014038086,3.0303030014038086,5.882352828979492,3.0303030014038086,3.0303030014038086,3.0303030014038086,3.0303030014038086,3.0303030014038086,0,9.375,3.0303030014038086,3.0303030014038086,6.060606002807617,3.0303030014038086,3.0303030014038086,6.060606002807617,12282,809,9868,33,0,16621072384,4294963200,4470816768,0
199,1728586878126,2309.36572265625,3720.0000000000005,1,1.3,2287.260726928711,3720.0000000000005,1,1.3,2103.1864318847656,3720.0000000000005,1,1.3,2216.9236450195313,3720.0000000000005,1,1.3,2020.5037994384766,3720.0000000000005,1,1.3,2178.5167694091797,4650,0,1.3,2202.606170654297,3720.0000000000005,1,1.3,2146.636962890625,3720.0000000000005,1,1.3,42452.44705200195,4583,400,400,3801,3755,400,400,400,4305,4641,4517,3728,3762,4635,4399,4632,30.434782028198242,30.434782028198242,30.434782028198242,30.434782028198242,30.434782028198242,33.333335876464844,30.434782028198242,30.434782028198242,29.16666603088379,30.434782028198242,30.434782028198242,95.65217590332031,33.333335876464844,33.333335876464844,29.16666603088379,30.434782028198242,12282,809,9866,33,1,16621072384,4294963200,4519968768,0
199,1728586878326,2309.3746185302734,3720.0000000000005,1,1.3875,2287.27197265625,3720.0000000000005,1,1.3875,2103.1981353759766,3720.0000000000005,1,1.3875,2217.007034301758,4650,0,1.3875,2020.5118408203125,3720.0000000000005,1,1.3875,2180.0258178710938,4650,0,1.3875,2202.749221801758,3720.0000000000005,1,1.3875,2146.674270629883,3720.0000000000005,1,1.3875,42455.252838134766,4583,400,400,3801,3755,400,400,400,4305,4641,4517,3728,3762,4635,4399,4632,0,0,0,0,0,0,10,0,0,5,0,95,0,0,0,0,12282,809,9848,33,0,16621072384,4294963200,4529438720,0
199,1728586878526,2309.8955841064453,3720.0000000000005,1,1.3,2287.7894287109375,3720.0000000000005,1,1.38125,2103.7179565429688,3720.0000000000005,1,1.38125,2217.557174682617,3720.0000000000005,1,1.38125,2021.037826538086,4650,0,1.38125,2181.670379638672,4650,0,1.38125,2203.2843322753906,3720.0000000000005,1,1.38125,2147.196502685547,3720.0000000000005,1,1.38125,42461.153091430664,4583,400,400,3801,3755,400,400,400,4305,4641,4517,3728,3762,4635,4399,4632,35,35,35,35,35,35,35,35,35,38.095237731933594,35,100,35,35,36.842105865478516,35,12282,809,9862,33,0,16621072384,4294963200,4557127680,0
199,1728586878726,2309.904327392578,3720.0000000000005,1,1.30625,2287.7925415039063,3720.0000000000005,1,1.30625,2103.725372314453,3720.0000000000005,1,1.30625,2217.5604553222656,3720.0000000000005,1,1.30625,2021.1147003173828,3720.0000000000005,1,1.30625,2183.3314361572266,4650,0,1.30625,2203.306655883789,3720.0000000000005,1,1.30625,2147.2027282714844,3720.0000000000005,1,1.30625,42463.86697387695,4583,400,400,3801,3755,400,400,400,4305,4641,4517,3728,3762,4635,4399,4632,0,0,0,0,0,0,0,0,0,0,5,100,4.761904716491699,0,0,0,12282,809,9841,33,0,16621072384,4294963200,4599963648,0
199,1728586878926,2309.9138946533203,3720.0000000000005,1,1.35625,2287.7957305908203,3720.0000000000005,1,1.35625,2103.733352661133,3720.0000000000005,1,1.35625,2217.5635986328125,3720.0000000000005,1,1.35625,2021.1885070800781,4650,0,1.35625,2184.78955078125,4650,0,1.35625,2203.321762084961,3720.0000000000005,1,1.35625,2147.2145233154297,3720.0000000000005,1,1.35625,42466.389236450195,4583,400,400,3801,3755,400,400,400,4305,4641,4517,3728,3762,4635,4399,4632,0,0,0,0,0,0,5,0,0,0,5,100,0,0,5,0,12282,809,9820,33,0,16621072384,4294963200,4622925824,0
199,1728586879126,2309.9218139648438,3720.0000000000005,1,1.3,2287.8046264648438,3720.0000000000005,1,1.39375,2103.7366485595703,3720.0000000000005,1,1.39375,2217.5723419189453,3720.0000000000005,1,1.39375,2021.265884399414,4650,0,1.39375,2186.2626342773438,4650,0,1.39375,2203.334762573242,3720.0000000000005,1,1.39375,2147.222366333008,3720.0000000000005,1,1.39375,42468.938049316406,4583,400,400,3801,3755,400,400,400,4305,4641,4517,3728,3762,4635,4399,4632,0,0,0,0,0,0,0,0,0,0,5,100,0,0,0,0,12282,809,9812,33,0,16621072384,4294963200,4642537472,0
199,1728586879326,2309.9263763427734,3720.0000000000005,1,1.3,2287.807876586914,3720.0000000000005,1,1.3,2103.739974975586,3720.0000000000005,1,1.3,2217.5755157470703,3720.0000000000005,1,1.3,2021.3429260253906,3720.0000000000005,1,1.3,2187.9910888671875,4650,0,1.3,2203.3482971191406,3720.0000000000005,1,1.3,2147.2259826660156,3720.0000000000005,1,1.39375,42471.72897338867,4583,400,400,3801,3755,400,400,400,4305,4641,4517,3728,3762,4635,4399,4632,0,0,0,0,0,0,0,0,0,0,10,100,0,0,0,0,12282,809,9812,33,0,16621072384,4294963200,4643942400,0
199,1728586879526,2309.9296875,3720.0000000000005,1,1.3,2287.810989379883,3720.0000000000005,1,1.3,2103.7542877197266,3720.0000000000005,1,1.3,2217.578643798828,3720.0000000000005,1,1.3,2021.4151458740234,4650,0,1.3,2189.676544189453,4650,0,1.3,2203.3610076904297,3720.0000000000005,1,1.3,2147.2293395996094,3720.0000000000005,1,1.3,42474.44201660156,4583,400,400,3801,3755,400,400,400,4305,4641,4517,3728,3762,4635,4399,4632,0,0,0,0,0,0,0,0,0,0,5,100,4.761904716491699,0,0,0,12282,809,9812,33,0,16621072384,4294963200,4651167744,0
