Delta,Time,CORE0_ENERGY (J),CORE0_FREQ (MHZ),CORE0_PSTATE,CORE0_VOLT (V),CORE1_ENERGY (J),CORE1_FREQ (MHZ),CORE1_PSTATE,CORE1_VOLT (V),CORE2_ENERGY (J),CORE2_FREQ (MHZ),CORE2_PSTATE,CORE2_VOLT (V),CORE3_ENERGY (J),CORE3_FREQ (MHZ),CORE3_PSTATE,CORE3_VOLT (V),CORE4_ENERGY (J),CORE4_FREQ (MHZ),CORE4_PSTATE,CORE4_VOLT (V),CORE5_ENERGY (J),CORE5_FREQ (MHZ),CORE5_PSTATE,CORE5_VOLT (V),CORE6_ENERGY (J),CORE6_FREQ (MHZ),CORE6_PSTATE,CORE6_VOLT (V),CORE7_ENERGY (J),CORE7_FREQ (MHZ),CORE7_PSTATE,CORE7_VOLT (V),CPU_ENERGY (J),CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,GPU0_MEMORY_TOTAL,GPU0_MEMORY_USED,GPU0_POWER (mWatts),GPU0_TEMPERATURE,GPU0_USAGE,TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1728586955487,2376.1300659179688,3720.0000000000005,1,1.3875,2304.931182861328,3720.0000000000005,1,1.3875,2167.5220489501953,3720.0000000000005,1,1.3875,2242.0393829345703,3720.0000000000005,1,1.3875,2143.989059448242,4650,0,1.3875,2245.458724975586,3720.0000000000005,1,1.3875,2227.6560668945313,3720.0000000000005,1,1.3875,2166.372589111328,3720.0000000000005,1,1.3875,43216.82109069824,400,3743,3802,400,400,400,3752,4640,3767,3712,4509,3712,4432,400,4116,4641,0,3.125,0,3.125,3.22580623626709,0,3.0303030014038086,0,0,3.125,6.25,3.125,3.125,0,0,6.25,12282,809,9885,33,1,16621072384,4294963200,4389056512,0
199,1728586955487,2376.1575469970703,4650,0,1.35625,2304.9540252685547,4650,0,1.35625,2167.544403076172,4650,0,1.35625,2242.062973022461,4650,0,1.35625,2144.0716094970703,4650,0,1.35625,2245.611083984375,4650,0,1.35625,2227.6790771484375,4650,0,1.35625,2166.3964233398438,4650,0,1.35625,43217.30587768555,400,3743,3802,400,400,400,3752,4640,3767,3712,4509,3712,4432,400,4116,4641,0,3.125,0,3.125,3.22580623626709,0,3.0303030014038086,0,0,3.125,6.25,3.125,3.125,0,0,6.25,12282,809,9881,33,1,16621072384,4294963200,4389830656,0
203,1728586955687,2376.664077758789,3720.0000000000005,1,1.29375,2305.4635467529297,3720.0000000000005,1,1.29375,2168.051528930664,3720.0000000000005,1,1.29375,2242.5712280273438,3720.0000000000005,1,1.29375,2144.580078125,3720.0000000000005,1,1.38125,2247.3505859375,4650,0,1.38125,2228.202133178711,4650,0,1.38125,2166.9168853759766,3720.0000000000005,1,1.38125,43223.268157958984,400,3743,3802,400,400,400,3752,4640,3767,3712,4509,3712,4432,400,4116,4641,30.434782028198242,30.434782028198242,30.434782028198242,30.434782028198242,30.434782028198242,91.66667175292969,30.434782028198242,30.434782028198242,30.434782028198242,30.434782028198242,41.666664123535156,30.434782028198242,33.333335876464844,29.16666603088379,33.333335876464844,30.434782028198242,12282,809,9872,33,0,16621072384,4294963200,4463886336,0
199,1728586955891,2376.815216064453,4650,0,1.3625,2305.586380004883,4650,0,1.3625,2168.162796020508,4650,0,1.3625,2242.682098388672,4650,0,1.3625,2144.690704345703,4650,0,1.3625,2248.9172973632813,4650,0,1.3625,2228.3751678466797,4650,0,1.3625,2167.0497436523438,4650,0,1.3625,43226.64210510254,400,3743,3802,400,400,400,3752,4640,3767,3712,4509,3712,4432,400,4116,4641,9.523809432983398,9.523809432983398,9.523809432983398,5,9.523809432983398,95,9.523809432983398,9.523809432983398,9.523809432983398,9.523809432983398,5,9.523809432983398,10,10,10,9.523809432983398,12282,809,9854,33,0,16621072384,4294963200,4473749504,0
199,1728586956091,2377.230926513672,3720.0000000000005,1,1.3,2306.0023803710938,3720.0000000000005,1,1.3,2168.5797576904297,3720.0000000000005,1,1.3,2243.0994415283203,3720.0000000000005,1,1.3875,2145.107437133789,3720.0000000000005,1,1.3875,2250.5372772216797,4650,0,1.3875,2228.791946411133,3720.0000000000005,1,1.3875,2167.478729248047,4650,0,1.3875,43231.81271362305,400,3743,3802,400,400,400,3752,4640,3767,3712,4509,3712,4432,400,4116,4641,25,30.000001907348633,30.000001907348633,28.571430206298828,28.571430206298828,100,30.000001907348633,30.000001907348633,26.3157901763916,25,28.571430206298828,25,30.000001907348633,28.571430206298828,28.571430206298828,28.571430206298828,12282,809,9850,33,1,16621072384,4294963200,4514263040,0
199,1728586956291,2377.2344360351563,3720.0000000000005,1,1.2875,2306.012252807617,3720.0000000000005,1,1.2875,2168.582992553711,3720.0000000000005,1,1.2875,2243.1026763916016,3720.0000000000005,1,1.2875,2145.110809326172,3720.0000000000005,1,1.2875,2252.1416015625,4650,0,1.2875,2228.8033599853516,3720.0000000000005,1,1.2875,2167.5606231689453,3720.0000000000005,1,1.2875,43234.52326965332,400,3743,3802,400,400,400,3752,4640,3767,3712,4509,3712,4432,400,4116,4641,0,0,0,0,0,100,0,0,0,0,0,0,0,5.263157844543457,0,0,12282,809,9837,33,0,16621072384,4294963200,4534906880,0
199,1728586956491,2377.247772216797,3720.0000000000005,1,1.4,2306.0219116210938,3720.0000000000005,1,1.4,2168.591278076172,3720.0000000000005,1,1.4,2243.109909057617,3720.0000000000005,1,1.4,2145.1198120117188,3720.0000000000005,1,1.4,2253.6748809814453,4650,0,1.4,2228.8202362060547,3720.0000000000005,1,1.4,2167.6324768066406,4650,0,1.4,43237.14614868164,400,3743,3802,400,400,400,3752,4640,3767,3712,4509,3712,4432,400,4116,4641,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,12282,809,9825,33,0,16621072384,4294963200,4559933440,0
199,1728586956691,2377.257110595703,3720.0000000000005,1,1.30625,2306.0258026123047,3720.0000000000005,1,1.30625,2168.594940185547,4650,0,1.4,2243.113540649414,3720.0000000000005,1,1.4,2145.1234588623047,3720.0000000000005,1,1.4,2254.106674194336,3720.0000000000005,1,1.4,2228.877487182617,3720.0000000000005,1,1.4,2168.5582427978516,4650,0,1.4,43239.66700744629,400,3743,3802,400,400,400,3752,4640,3767,3712,4509,3712,4432,400,4116,4641,0,0,0,0,0,35,0,65,0,0,0,0,0,5,0,0,12282,996,12575,34,2,16621072384,4294963200,4700758016,0
199,1728586956891,2377.268081665039,3720.0000000000005,1,1.3,2306.0401763916016,3720.0000000000005,1,1.3,2168.5982666015625,3720.0000000000005,1,1.3,2243.1168212890625,3720.0000000000005,1,1.3,2145.1270751953125,3720.0000000000005,1,1.3,2254.1097869873047,3720.0000000000005,1,1.4,2228.8895263671875,3720.0000000000005,1,1.4,2170.222625732422,4650,0,1.4,43242.41938781738,400,3743,3802,400,400,400,3752,4640,3767,3712,4509,3712,4432,400,4116,4641,0,0,0,0,0,0,0,100,0,0,0,0,0,9.523809432983398,0,0,12282,998,15868,34,0,16621072384,4294963200,4702384128,0
199,1728586957091,2377.343292236328,4650,1,1.38125,2306.051284790039,3720.0000000000005,1,1.38125,2168.6119079589844,3720.0000000000005,1,1.38125,2243.1275482177734,3720.0000000000005,1,1.38125,2145.151321411133,3720.0000000000005,1,1.38125,2254.6007080078125,4650,0,1.38125,2228.8993072509766,3720.0000000000005,1,1.38125,2170.835708618164,3720.0000000000005,1,1.38125,43244.8221282959,400,3743,3802,400,400,400,3752,4640,3767,3712,4509,3712,4432,400,4116,4641,5.263157844543457,0,0,0,0,70,0,31.57894515991211,0,0,0,0,0,0,0,0,12282,998,19199,34,0,16621072384,4294963200,4720705536,0
