Delta,Time,CORE0_ENERGY (J),CORE0_FREQ (MHZ),CORE0_PSTATE,CORE0_VOLT (V),CORE1_ENERGY (J),CORE1_FREQ (MHZ),CORE1_PSTATE,CORE1_VOLT (V),CORE2_ENERGY (J),CORE2_FREQ (MHZ),CORE2_PSTATE,CORE2_VOLT (V),CORE3_ENERGY (J),CORE3_FREQ (MHZ),CORE3_PSTATE,CORE3_VOLT (V),CORE4_ENERGY (J),CORE4_FREQ (MHZ),CORE4_PSTATE,CORE4_VOLT (V),CORE5_ENERGY (J),CORE5_FREQ (MHZ),CORE5_PSTATE,CORE5_VOLT (V),CORE6_ENERGY (J),CORE6_FREQ (MHZ),CORE6_PSTATE,CORE6_VOLT (V),CORE7_ENERGY (J),CORE7_FREQ (MHZ),CORE7_PSTATE,CORE7_VOLT (V),CPU_ENERGY (J),CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,GPU0_MEMORY_TOTAL,GPU0_MEMORY_USED,GPU0_POWER (mWatts),GPU0_TEMPERATURE,GPU0_USAGE,TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1729371971108,31819.074172973633,4650,0,1.3625,27694.21075439453,4650,0,1.3625,33230.112564086914,3720.0000000000005,1,1.3625,28057.375213623047,3720.0000000000005,1,1.3625,20236.45327758789,3720.0000000000005,1,1.3625,30189.159454345703,3720.0000000000005,1,1.3625,21493.154708862305,3720.0000000000005,1,1.3625,30112.855545043945,3720.0000000000005,1,1.3625,48168.28317260742,3848,3735,3835,4638,4641,400,4082,4641,400,400,4641,3746,400,400,3765,4373,0,6.45161247253418,0,6.45161247253418,3.3333334922790527,3.3333334922790527,3.3333334922790527,3.3333334922790527,0,0,10,6.6666669845581055,3.3333334922790527,6.45161247253418,10,0,12282,534,5800,33,3,16621068288,57982050304,3883180032,0
199,1729371971108,31819.13394165039,4650,0,1.375,27694.211013793945,3720.0000000000005,1,1.375,33230.11276245117,3720.0000000000005,1,1.375,28057.505661010742,4650,0,1.375,20236.453567504883,3720.0000000000005,1,1.375,30189.15965270996,3720.0000000000005,1,1.375,21493.154983520508,3720.0000000000005,1,1.375,30112.85903930664,4650,0,1.375,48168.55113220215,3848,3735,3835,4638,4641,400,4082,4641,400,400,4641,3746,400,400,3765,4373,0,6.45161247253418,0,6.45161247253418,3.3333334922790527,3.3333334922790527,3.3333334922790527,3.3333334922790527,0,0,10,6.6666669845581055,3.3333334922790527,6.45161247253418,10,0,12282,534,5800,33,3,16621068288,57982050304,3891408896,0
199,1729371971308,31819.604461669922,3720.0000000000005,1,1.29375,27694.739318847656,3720.0000000000005,1,1.29375,33230.63317871094,3720.0000000000005,1,1.36875,28059.20069885254,4650,0,1.36875,20236.97657775879,3720.0000000000005,1,1.36875,30189.691345214844,3720.0000000000005,1,1.36875,21493.679946899414,3720.0000000000005,1,1.36875,30113.377487182617,4650,0,1.36875,48174.41036987305,3848,3735,3835,4638,4641,400,4082,4641,400,400,4641,3746,400,400,3765,4373,29.16666603088379,30.434782028198242,30.434782028198242,91.30435180664063,29.16666603088379,29.16666603088379,30.434782028198242,30.434782028198242,30.434782028198242,29.16666603088379,30.434782028198242,30.434782028198242,30.434782028198242,30.434782028198242,27.272727966308594,29.16666603088379,12282,534,5776,33,2,16621068288,57982050304,3931660288,0
199,1729371971508,31819.77882385254,4650,0,1.38125,27694.835067749023,3720.0000000000005,1,1.38125,33231.138442993164,3720.0000000000005,1,1.38125,28060.747268676758,4650,0,1.38125,20237.034866333008,3720.0000000000005,1,1.38125,30189.789840698242,4650,0,1.38125,21493.755630493164,4650,0,1.38125,30113.464797973633,3720.0000000000005,1,1.38125,48177.73017883301,3848,3735,3835,4638,4641,400,4082,4641,400,400,4641,3746,400,400,3765,4373,5,0,5,95,0,0,5,0,25,0,5,5,0,0,9.523809432983398,0,12282,537,5869,33,12,16621068288,57982050304,3965435904,0
199,1729371971708,31820.366271972656,4650,0,1.38125,27695.356475830078,3720.0000000000005,1,1.38125,33231.65475463867,3720.0000000000005,1,1.38125,28062.36929321289,4650,0,1.38125,20237.56150817871,3720.0000000000005,1,1.38125,30190.33319091797,3720.0000000000005,1,1.38125,21494.277877807617,3720.0000000000005,1,1.38125,30113.982666015625,3720.0000000000005,1,1.38125,48183.531341552734,3848,3735,3835,4638,4641,400,4082,4641,400,400,4641,3746,400,400,3765,4373,35,38.095237731933594,35,100,35,36.842105865478516,35,35,38.095237731933594,36.842105865478516,35,38.095237731933594,35,35,40,35,12282,537,5898,33,10,16621068288,57982050304,3984760832,0
199,1729371971909,31820.46189880371,4650,0,1.38125,27695.450073242188,4650,0,1.38125,33231.8095703125,3720.0000000000005,1,1.38125,28064.129287719727,4650,0,1.38125,20237.602111816406,3720.0000000000005,1,1.38125,30190.44305419922,4650,0,1.38125,21494.354904174805,4650,0,1.38125,30114.01365661621,4650,0,1.38125,48186.86965942383,3848,3735,3835,4638,4641,400,4082,4641,400,400,4641,3746,400,400,3765,4373,4.761904716491699,0,9.523809432983398,100,0,0,0,5,0,0,0,0,5,0,5,4.761904716491699,12282,537,5859,33,2,16621068288,57982050304,4008243200,0
199,1729371972109,31820.558212280273,3720.0000000000005,1,1.39375,27695.615966796875,4650,0,1.39375,33231.82502746582,3720.0000000000005,1,1.39375,28065.707000732422,4650,0,1.39375,20237.724014282227,3720.0000000000005,1,1.39375,30190.52362060547,4650,0,1.39375,21494.456604003906,4650,0,1.39375,30114.052200317383,4650,0,1.3875,48189.859924316406,3848,3735,3835,4638,4641,400,4082,4641,400,400,4641,3746,400,400,3765,4373,0,0,0,100,5,0,5,0,0,0,4.761904716491699,5,0,0,5.263157844543457,0,12282,537,5943,33,22,16621068288,57982050304,4033269760,0
199,1729371972309,31820.65771484375,3720.0000000000005,1,1.39375,27695.769165039063,3720.0000000000005,1,1.39375,33231.86410522461,3720.0000000000005,1,1.39375,28067.318359375,4650,0,1.39375,20237.801513671875,3720.0000000000005,1,1.39375,30190.590606689453,4650,0,1.39375,21494.525268554688,4650,0,1.39375,30114.06948852539,3720.0000000000005,1,1.39375,48192.824295043945,3848,3735,3835,4638,4641,400,4082,4641,400,400,4641,3746,400,400,3765,4373,0,5,0,100,5,0,0,0,4.761904716491699,0,0,0,5,0,5,0,12282,537,6181,33,23,16621068288,57982050304,4107866112,0
199,1729371972509,31820.75309753418,4650,0,1.39375,27695.92071533203,3720.0000000000005,1,1.39375,33231.878845214844,3720.0000000000005,1,1.39375,28069.340301513672,4650,0,1.39375,20237.855056762695,3720.0000000000005,1,1.39375,30190.64828491211,3720.0000000000005,1,1.39375,21494.606567382813,4650,0,1.39375,30114.08041381836,4650,0,1.39375,48196.19186401367,3848,3735,3835,4638,4641,400,4082,4641,400,400,4641,3746,400,400,3765,4373,0,0,0,100,0,0,0,0,0,0,0,4.761904716491699,0,4.761904716491699,9.523809432983398,4.761904716491699,12282,537,6380,33,23,16621068288,57982050304,4125147136,0
199,1729371972709,31820.845626831055,3720.0000000000005,1,1.4125,27696.065032958984,3720.0000000000005,1,1.4125,33231.91764831543,3720.0000000000005,1,1.4125,28071.50164794922,4650,0,1.4125,20237.923858642578,3720.0000000000005,1,1.4125,30190.704711914063,3720.0000000000005,1,1.4125,21494.672805786133,3720.0000000000005,1,1.40625,30114.096298217773,4650,0,1.40625,48199.68635559082,3848,3735,3835,4638,4641,400,4082,4641,400,400,4641,3746,400,400,3765,4373,0,5,0,100,5,4.761904716491699,5,0,5,0,0,5,0,0,5,0,12282,537,6406,33,23,16621068288,57982050304,4124413952,0
