Delta,Time,CORE0_ENERGY (J),CORE0_FREQ (MHZ),CORE0_PSTATE,CORE0_VOLT (V),CORE1_ENERGY (J),CORE1_FREQ (MHZ),CORE1_PSTATE,CORE1_VOLT (V),CORE2_ENERGY (J),CORE2_FREQ (MHZ),CORE2_PSTATE,CORE2_VOLT (V),CORE3_ENERGY (J),CORE3_FREQ (MHZ),CORE3_PSTATE,CORE3_VOLT (V),CORE4_ENERGY (J),CORE4_FREQ (MHZ),CORE4_PSTATE,CORE4_VOLT (V),CORE5_ENERGY (J),CORE5_FREQ (MHZ),CORE5_PSTATE,CORE5_VOLT (V),CORE6_ENERGY (J),CORE6_FREQ (MHZ),CORE6_PSTATE,CORE6_VOLT (V),CORE7_ENERGY (J),CORE7_FREQ (MHZ),CORE7_PSTATE,CORE7_VOLT (V),CPU_ENERGY (J),CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,GPU0_MEMORY_TOTAL,GPU0_MEMORY_USED,GPU0_POWER (mWatts),GPU0_TEMPERATURE,GPU0_USAGE,TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1729347443074,12654.467330932617,3720.0000000000005,1,1.39375,15249.13540649414,3720.0000000000005,1,1.39375,17281.9521484375,3720.0000000000005,1,1.39375,15524.91928100586,3720.0000000000005,1,1.39375,9319.748092651367,3720.0000000000005,1,1.39375,19853.931732177734,3720.0000000000005,1,1.39375,11688.814926147461,4650,0,1.39375,17390.178787231445,3720.0000000000005,1,1.39375,37049.272369384766,4641,3710,3712,3710,400,3740,4602,3694,400,3825,4408,3875,4634,3711,4641,4358,0,0,6.45161247253418,3.4482758045196533,0,3.3333334922790527,10,3.3333334922790527,3.3333334922790527,0,10,0,3.4482758045196533,0,0,3.3333334922790527,12282,502,5857,33,3,16621068288,57982050304,2947039232,0
199,1729347443075,12654.478652954102,3720.0000000000005,1,1.38125,15249.265396118164,4650,0,1.38125,17281.960083007813,3720.0000000000005,1,1.38125,15524.92106628418,3720.0000000000005,1,1.38125,9319.748352050781,3720.0000000000005,1,1.38125,19853.932022094727,3720.0000000000005,1,1.38125,11688.878433227539,4650,0,1.38125,17390.17904663086,3720.0000000000005,1,1.38125,37049.56266784668,4641,3710,3712,3710,400,3740,4602,3694,400,3825,4408,3875,4634,3711,4641,4358,0,0,6.45161247253418,3.4482758045196533,0,3.3333334922790527,10,3.3333334922790527,3.3333334922790527,0,10,0,3.4482758045196533,0,0,3.3333334922790527,12282,502,5857,33,3,16621068288,57982050304,2955296768,0
199,1729347443275,12655.032760620117,3720.0000000000005,1,1.39375,15249.86279296875,3720.0000000000005,1,1.39375,17282.533279418945,3720.0000000000005,1,1.39375,15525.468566894531,3720.0000000000005,1,1.39375,9320.29948425293,3720.0000000000005,1,1.39375,19854.515838623047,3720.0000000000005,1,1.39375,11690.503341674805,4650,0,1.39375,17390.74006652832,4650,0,1.39375,37055.69079589844,4641,3710,3712,3710,400,3740,4602,3694,400,3825,4408,3875,4634,3711,4641,4358,30.434782028198242,30.434782028198242,30.434782028198242,30.434782028198242,33.333335876464844,29.16666603088379,78.26087188720703,30.434782028198242,34.78260803222656,29.16666603088379,29.16666603088379,33.333335876464844,30.434782028198242,32,29.16666603088379,37.5,12282,502,5855,33,4,16621068288,57982050304,2978516992,0
199,1729347443475,12655.108749389648,3720.0000000000005,1,1.30625,15249.886856079102,3720.0000000000005,1,1.30625,17283.12045288086,3720.0000000000005,1,1.30625,15525.516693115234,3720.0000000000005,1,1.40625,9320.317276000977,3720.0000000000005,1,1.40625,19854.5987701416,3720.0000000000005,1,1.40625,11692.228057861328,4650,0,1.40625,17390.89129638672,4650,0,1.40625,37059.04220581055,4641,3710,3712,3710,400,3740,4602,3694,400,3825,4408,3875,4634,3711,4641,4358,4.761904716491699,0,5,4.761904716491699,0,0,100,5,25,0,0,0,4.761904716491699,0,0,0,12282,505,5969,33,18,16621068288,57982050304,3034513408,0
200,1729347443675,12655.680038452148,3720.0000000000005,1,1.3,15250.474639892578,3720.0000000000005,1,1.3,17283.65789794922,3720.0000000000005,1,1.3,15526.052062988281,3720.0000000000005,1,1.3,9320.840270996094,3720.0000000000005,1,1.3,19855.128189086914,3720.0000000000005,1,1.3,11693.810302734375,4650,0,1.3,17391.40901184082,3720.0000000000005,1,1.3,37064.900802612305,4641,3710,3712,3710,400,3740,4602,3694,400,3825,4408,3875,4634,3711,4641,4358,40,40,35,35,35,35,100,35,35,36.842105865478516,35,36.842105865478516,36.842105865478516,35,38.095237731933594,35,12282,505,5985,33,6,16621068288,57982050304,3072176128,0
199,1729347443875,12655.829406738281,3720.0000000000005,1,1.40625,15250.60481262207,3720.0000000000005,1,1.40625,17283.743209838867,3720.0000000000005,1,1.40625,15526.135467529297,3720.0000000000005,1,1.40625,9320.99545288086,3720.0000000000005,1,1.40625,19855.190490722656,3720.0000000000005,1,1.40625,11695.675491333008,4650,0,1.40625,17391.44302368164,3720.0000000000005,1,1.40625,37068.239837646484,4641,3710,3712,3710,400,3740,4602,3694,400,3825,4408,3875,4634,3711,4641,4358,0,10,0,5,5.263157844543457,4.761904716491699,100,5,0,0,0,4.761904716491699,4.761904716491699,0,5,0,12282,505,5933,33,3,16621068288,57982050304,3073478656,0
199,1729347444075,12655.935485839844,3720.0000000000005,1,1.39375,15250.717681884766,4650,0,1.39375,17283.80726623535,3720.0000000000005,1,1.39375,15526.24479675293,3720.0000000000005,1,1.39375,9321.04946899414,3720.0000000000005,1,1.39375,19855.223236083984,3720.0000000000005,1,1.39375,11697.21711730957,4650,0,1.39375,17391.466567993164,3720.0000000000005,1,1.39375,37071.080810546875,4641,3710,3712,3710,400,3740,4602,3694,400,3825,4408,3875,4634,3711,4641,4358,9.090909004211426,5,0,0,9.523809432983398,0,100,0,5,9.090909004211426,0,0,0,0,0,0,12282,505,6049,33,22,16621068288,57982050304,3098234880,0
199,1729347444275,12656.1025390625,3720.0000000000005,1,1.3,15250.857025146484,3720.0000000000005,1,1.3,17283.83934020996,3720.0000000000005,1,1.3,15526.36410522461,3720.0000000000005,1,1.3,9321.092636108398,3720.0000000000005,1,1.39375,19855.251754760742,3720.0000000000005,1,1.39375,11698.841583251953,4650,0,1.39375,17391.51547241211,3720.0000000000005,1,1.39375,37074.17497253418,4641,3710,3712,3710,400,3740,4602,3694,400,3825,4408,3875,4634,3711,4641,4358,9.523809432983398,5.263157844543457,0,0,0,0,100,0,4.761904716491699,5,0,5,5,0,0,0,12282,505,6218,33,23,16621068288,57982050304,3173335040,0
199,1729347444475,12656.172637939453,3720.0000000000005,1,1.325,15250.957107543945,3720.0000000000005,1,1.325,17283.855514526367,3720.0000000000005,1,1.325,15526.454772949219,3720.0000000000005,1,1.325,9321.18978881836,3720.0000000000005,1,1.325,19855.265502929688,3720.0000000000005,1,1.325,11700.908233642578,4650,0,1.325,17391.541549682617,3720.0000000000005,1,1.325,37077.52194213867,4641,3710,3712,3710,400,3740,4602,3694,400,3825,4408,3875,4634,3711,4641,4358,5,9.523809432983398,0,5,4.761904716491699,0,100,0,0,5,0,0,0,0,0,0,12282,505,6388,33,23,16621068288,57982050304,3190865920,0
199,1729347444676,12656.213760375977,3720.0000000000005,1,1.40625,15251.040328979492,4650,0,1.40625,17283.913787841797,3720.0000000000005,1,1.40625,15526.550369262695,3720.0000000000005,1,1.40625,9321.253890991211,3720.0000000000005,1,1.40625,19855.269256591797,3720.0000000000005,1,1.40625,11702.9931640625,4650,0,1.40625,17391.576293945313,3720.0000000000005,1,1.40625,37080.89489746094,4641,3710,3712,3710,400,3740,4602,3694,400,3825,4408,3875,4634,3711,4641,4358,0,5,0,0,0,0,100,0,0,0,0,0,5,0,0,0,12282,505,6434,33,23,16621068288,57982050304,3191111680,0
