Delta,Time,CORE0_ENERGY (J),CORE0_FREQ (MHZ),CORE0_PSTATE,CORE0_VOLT (V),CORE1_ENERGY (J),CORE1_FREQ (MHZ),CORE1_PSTATE,CORE1_VOLT (V),CORE2_ENERGY (J),CORE2_FREQ (MHZ),CORE2_PSTATE,CORE2_VOLT (V),CORE3_ENERGY (J),CORE3_FREQ (MHZ),CORE3_PSTATE,CORE3_VOLT (V),CORE4_ENERGY (J),CORE4_FREQ (MHZ),CORE4_PSTATE,CORE4_VOLT (V),CORE5_ENERGY (J),CORE5_FREQ (MHZ),CORE5_PSTATE,CORE5_VOLT (V),CORE6_ENERGY (J),CORE6_FREQ (MHZ),CORE6_PSTATE,CORE6_VOLT (V),CORE7_ENERGY (J),CORE7_FREQ (MHZ),CORE7_PSTATE,CORE7_VOLT (V),CPU_ENERGY (J),CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,GPU0_MEMORY_TOTAL,GPU0_MEMORY_USED,GPU0_POWER (mWatts),GPU0_TEMPERATURE,GPU0_USAGE,TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1729367716274,27650.423385620117,3720.0000000000005,1,1.375,26473.68667602539,3720.0000000000005,1,1.375,29178.434600830078,4650,0,1.375,24210.209213256836,3720.0000000000005,1,1.375,19051.5486907959,3720.0000000000005,1,1.375,28998.837310791016,3720.0000000000005,1,1.375,19991.222442626953,3720.0000000000005,1,1.375,29106.43522644043,4650,0,1.375,11899.80029296875,400,400,4604,400,400,4441,400,400,3754,4126,3719,4596,3734,4641,4639,3708,6.896551609039307,3.4482758045196533,10.714285850524902,10.344827651977539,3.4482758045196533,3.5714287757873535,7.142857551574707,6.6666669845581055,12.90322494506836,6.896551609039307,6.6666669845581055,6.896551609039307,10.344827651977539,3.4482758045196533,6.896551609039307,10,12282,533,5695,33,2,16621068288,57982050304,3806310400,0
199,1729367716274,27650.431640625,3720.0000000000005,1,1.38125,26473.692184448242,3720.0000000000005,1,1.38125,29178.49171447754,4650,0,1.38125,24210.20947265625,3720.0000000000005,1,1.38125,19051.548950195313,3720.0000000000005,1,1.38125,28998.960479736328,4650,0,1.38125,19991.222763061523,3720.0000000000005,1,1.38125,29106.443878173828,3720.0000000000005,1,1.38125,11900.089294433594,400,400,4604,400,400,4441,400,400,3754,4126,3719,4596,3734,4641,4639,3708,6.896551609039307,3.4482758045196533,10.714285850524902,10.344827651977539,3.4482758045196533,3.5714287757873535,7.142857551574707,6.6666669845581055,12.90322494506836,6.896551609039307,6.6666669845581055,6.896551609039307,10.344827651977539,3.4482758045196533,6.896551609039307,10,12282,533,5695,33,2,16621068288,57982050304,3810181120,0
199,1729367716474,27650.956802368164,3720.0000000000005,1,1.28125,26474.213287353516,3720.0000000000005,1,1.28125,29180.017822265625,4650,0,1.28125,24210.7294921875,3720.0000000000005,1,1.28125,19052.07359313965,3720.0000000000005,1,1.28125,28999.561721801758,3720.0000000000005,1,1.28125,19991.748779296875,3720.0000000000005,1,1.28125,29106.960357666016,3720.0000000000005,1,1.28125,11905.864669799805,400,400,4604,400,400,4441,400,400,3754,4126,3719,4596,3734,4641,4639,3708,30.434782028198242,30.434782028198242,79.16667175292969,30.434782028198242,30.434782028198242,30.434782028198242,33.333335876464844,33.333335876464844,30.434782028198242,30.434782028198242,30.434782028198242,36.3636360168457,30.434782028198242,30.434782028198242,30.434782028198242,30.434782028198242,12282,533,5641,33,2,16621068288,57982050304,3832238080,0
199,1729367716674,27651.04721069336,3720.0000000000005,1,1.36875,26474.28466796875,3720.0000000000005,1,1.36875,29181.759872436523,4650,0,1.36875,24210.92465209961,4650,0,1.36875,19052.203323364258,3720.0000000000005,1,1.36875,28999.652587890625,3720.0000000000005,1,1.36875,19991.939178466797,3720.0000000000005,1,1.36875,29107.035919189453,3720.0000000000005,1,1.36875,11909.112228393555,400,400,4604,400,400,4441,400,400,3754,4126,3719,4596,3734,4641,4639,3708,0,0,100,10,0,5,0,0,26.3157901763916,9.090909004211426,5,0,10.526315689086914,4.761904716491699,0,0,12282,536,5643,33,9,16621068288,57982050304,3889971200,0
199,1729367716874,27651.60284423828,3720.0000000000005,1,1.2875,26474.808700561523,3720.0000000000005,1,1.2875,29183.332458496094,4650,0,1.2875,24211.523193359375,3720.0000000000005,1,1.2875,19052.757919311523,3720.0000000000005,1,1.375,29000.185745239258,3720.0000000000005,1,1.375,19992.50489807129,3720.0000000000005,1,1.375,29107.60467529297,3720.0000000000005,1,1.375,11915.100997924805,400,400,4604,400,400,4441,400,400,3754,4126,3719,4596,3734,4641,4639,3708,40,35,100,40,36.842105865478516,38.095237731933594,35,35,35,35,36.842105865478516,38.095237731933594,38.095237731933594,36.842105865478516,35,35,12282,536,5726,33,13,16621068288,57982050304,3911618560,0
199,1729367717074,27651.64385986328,3720.0000000000005,1,1.29375,26474.92578125,3720.0000000000005,1,1.29375,29185.058700561523,4650,0,1.29375,24211.610580444336,3720.0000000000005,1,1.29375,19052.825607299805,3720.0000000000005,1,1.29375,29000.239181518555,3720.0000000000005,1,1.29375,19992.563766479492,3720.0000000000005,1,1.29375,29107.695068359375,3720.0000000000005,1,1.29375,11918.146759033203,400,400,4604,400,400,4441,400,400,3754,4126,3719,4596,3734,4641,4639,3708,0,10,100,5,0,0,0,0,0,0,0,0,5,5,0,0,12282,536,5708,33,2,16621068288,57982050304,3928473600,0
199,1729367717274,27651.690536499023,3720.0000000000005,1,1.36875,26474.943420410156,3720.0000000000005,1,1.36875,29186.555236816406,4650,0,1.36875,24211.725677490234,4650,0,1.36875,19052.932418823242,3720.0000000000005,1,1.36875,29000.270401000977,3720.0000000000005,1,1.36875,19992.633575439453,3720.0000000000005,1,1.36875,29107.74656677246,3720.0000000000005,1,1.36875,11920.961715698242,400,400,4604,400,400,4441,400,400,3754,4126,3719,4596,3734,4641,4639,3708,0,0,100,5,4.761904716491699,0,0,0,0,0,9.523809432983398,0,0,0,0,0,12282,536,5793,33,18,16621068288,57982050304,3946278912,0
199,1729367717474,27651.710723876953,3720.0000000000005,1,1.38125,26474.95263671875,3720.0000000000005,1,1.38125,29187.975128173828,4650,0,1.38125,24211.843231201172,4650,0,1.375,19053.031845092773,3720.0000000000005,1,1.375,29000.278076171875,3720.0000000000005,1,1.375,19992.7013092041,3720.0000000000005,1,1.375,29107.832977294922,4650,0,1.375,11923.744613647461,400,400,4604,400,400,4441,400,400,3754,4126,3719,4596,3734,4641,4639,3708,0,0,95,5,0,0,4.761904716491699,0,0,5,0,0,0,0,0,0,12282,551,6031,33,23,16621068288,57982050304,4046241792,0
199,1729367717675,27651.760650634766,3720.0000000000005,1,1.3,26474.980529785156,3720.0000000000005,1,1.3,29188.279907226563,3720.0000000000005,1,1.3,24211.982803344727,3720.0000000000005,1,1.3,19053.208877563477,3720.0000000000005,1,1.3,29001.697982788086,4650,0,1.3,19992.817611694336,3720.0000000000005,1,1.3,29107.955291748047,3720.0000000000005,1,1.3,11927.022888183594,400,400,4604,400,400,4441,400,400,3754,4126,3719,4596,3734,4641,4639,3708,0,0,25,9.523809432983398,9.523809432983398,76.19047546386719,5,4.761904716491699,0,0,5,0,5,0,0,0,12282,723,8928,34,12,16621068288,57982050304,4103237632,0
199,1729367717875,27651.84405517578,3720.0000000000005,1,1.38125,26474.99769592285,3720.0000000000005,1,1.38125,29188.30029296875,3720.0000000000005,1,1.38125,24212.080322265625,4650,0,1.38125,19053.345291137695,3720.0000000000005,1,1.38125,29003.019775390625,4650,0,1.38125,19992.896514892578,3720.0000000000005,1,1.38125,29108.041213989258,3720.0000000000005,1,1.38125,11929.841506958008,400,400,4604,400,400,4441,400,400,3754,4126,3719,4596,3734,4641,4639,3708,0,0,0,5.263157844543457,4.761904716491699,70,0,0,0,0,5,31.57894515991211,9.523809432983398,0,9.523809432983398,0,12282,725,13333,34,4,16621068288,57982050304,4108005376,0
